"Copyright 2025 Quantec EasyData"
"Download Date: 2025-11-14"
"Data Set: RLQT—Location quotient for GVA at basic prices by 2016 municipality/ward-based metro region"
"Source: Quantec"
"Frequency: Annual"
"","","","","","",""
"Concept","","","","Location quotient relative to District Municipality","Location quotient relative to Province","Location quotient relative to National"
"Unit","Date","Geography","Industry","","",""
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030516: Printing , recorded media [QSIC 324-326]","",1.24782285535521,0.1764101643593
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]","",1.15412506468177,0.23490555638171
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030618: Basic chemicals [QSIC 334]","",2.28684246258699,0.80051693725125
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030619: Other chemical products [QSIC 335-336]","",1.39788999551431,0.28720416890787
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030620: Rubber products [QSIC 337]","",0.74684475843899,0.28227394161082
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030621: Plastic products [QSIC 338]","",1.85339058772915,0.36323705012718
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030722: Glass and glass products [QSIC 341]","",0.57035578182021,0.20397441170193
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030723: Non-metallic mineral products [QSIC 342]","",0.56330609772273,0.61275687851878
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]","",1.33425180852527,0.4062652487266
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030825: Non-ferrous metal products [QSIC 352]","",0.21179156884868,0.45696795286747
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030826: Structural metal products [QSIC 354]","",1.30952748453844,0.58883540666255
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030827: Other fabricated metal products [QSIC 355]","",1.18481250995224,0.39041054681966
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030828: Machinery and equipment [QSIC 356-359]","",1.90727731357576,0.69224187027458
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030929: Electrical machinery [QSIC 361-366]","",1.2194110285224,0.22636417051242
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I031030: Radio, television and communication apparatus [QSIC 371-373]","",1.56555702189595,0.37906249842222
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I031031: Professional equipment [QSIC 374-376]","",1.02082753142684,0.19771820656277
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]","",0.97606521176446,0.27128478071107
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I031133: Other transport equipment [QSIC 384-387]","",0.8284689063877,0.08358380407164
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I031234: Furniture [QSIC 391]","",0.88521502615264,0.36387436517103
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I031235: Other manufacturing groups [QSIC 392, 395]","",1.45406978328598,0.62790445931324
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I041336: Electricity and gas [QSIC 41]","",1.37631380798557,1.37100720519104
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I041337: Water [QSIC 42]","",1.15236092938264,1.70306181684124
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I051438: Construction [QSIC 5]","",1.07169405846751,0.70940997502223
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I061539: Wholesale and retail trade [QSIC 61-63]","",1.10077430480248,1.04334148908871
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I061640: Catering and accommodation services [QSIC 64]","",0.91331662718361,1.14219167016259
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I071741: Transport and storage [QSIC 71-74]","",1.02192305917259,0.95717024907006
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I071842: Communication [QSIC 75]","",1.35880748730112,0.80207736265881
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I081943: Finance and insurance [QSIC 81-82]","",1.48959918459417,0.97748819574046
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I082044: Professional business services [QSIC 831-883]","",1.28879233455335,0.93824919506262
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I082045: Business activities n.e.c. [QSIC 889]","",1.054618042994,1.10096240058217
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I092146: National and Provincial government [QSIC 911]","",1.26652373959344,1.14338926732447
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I092147: Local government [QSIC 913]","",1.31838862173871,1.07820304486657
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I102248: Education (Private) [QSIC 92]","",1.17686787215196,1.3727250122561
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I102249: Health and social work (Private) [QSIC 93]","",1.45995249982414,1.5793359749704
"Index","2022","P6D04: Dr Kenneth Kaunda (DC40)","I102250: Other community, social and personal services [QSIC 94-96, 99]","",1.09522339471502,1.15983919457798
"Index","2022","P7: Gauteng","I010101: Agriculture [QSIC 11]","","",0.2337898399707
"Index","2022","P7: Gauteng","I010102: Forestry [QSIC 12]","","",0.1569386001146
"Index","2022","P7: Gauteng","I010103: Fishing [QSIC 13]","","",0.07975772662221
"Index","2022","P7: Gauteng","I020204: Coal [QSIC 21]","","",0.01678303490918
"Index","2022","P7: Gauteng","I020205: Gold [QSIC 23]","","",1.12531100272902
"Index","2022","P7: Gauteng","I020206: Metals [QSIC 24]","","",0.1494505431131
"Index","2022","P7: Gauteng","I020207: Other mining and quarrying [22, 25-29]","","",0.89813856417972
"Index","2022","P7: Gauteng","I030308: Food [QSIC 301-304]","","",0.87937819480071
"Index","2022","P7: Gauteng","I030309: Beverages and tobacco [QSIC 305-306]","","",1.19879881088778
"Index","2022","P7: Gauteng","I030410: Textiles [QSIC 311-312]","","",0.88511903392125
"Index","2022","P7: Gauteng","I030411: Wearing apparel [QSIC 313-315]","","",0.65918070323501
"Index","2022","P7: Gauteng","I030412: Leather and leather products [QSIC 316]","","",1.14335476077088
"Index","2022","P7: Gauteng","I030413: Footwear [QSIC 317]","","",0.39159977221966
"Index","2022","P7: Gauteng","I030514: Wood and wood products [QSIC 321-322]","","",0.74641226016639
"Index","2022","P7: Gauteng","I030515: Paper and paper products [QSIC 323]","","",0.9446741527172
"Index","2022","P7: Gauteng","I030516: Printing , recorded media [QSIC 324-326]","","",1.3127992523843
"Index","2022","P7: Gauteng","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]","","",0.94541639187957
"Index","2022","P7: Gauteng","I030618: Basic chemicals [QSIC 334]","","",1.20337972444349
"Index","2022","P7: Gauteng","I030619: Other chemical products [QSIC 335-336]","","",1.4291028417508
"Index","2022","P7: Gauteng","I030620: Rubber products [QSIC 337]","","",0.92113860798257
"Index","2022","P7: Gauteng","I030621: Plastic products [QSIC 338]","","",1.20759405582019
"Index","2022","P7: Gauteng","I030722: Glass and glass products [QSIC 341]","","",1.42726069599834
"Index","2022","P7: Gauteng","I030723: Non-metallic mineral products [QSIC 342]","","",1.16706274862063
"Index","2022","P7: Gauteng","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]","","",1.54246671886757
"Index","2022","P7: Gauteng","I030825: Non-ferrous metal products [QSIC 352]","","",0.61502130651296
"Index","2022","P7: Gauteng","I030826: Structural metal products [QSIC 354]","","",1.31746108587179
"Index","2022","P7: Gauteng","I030827: Other fabricated metal products [QSIC 355]","","",1.37019959673547
"Index","2022","P7: Gauteng","I030828: Machinery and equipment [QSIC 356-359]","","",1.61869274274093
"Index","2022","P7: Gauteng","I030929: Electrical machinery [QSIC 361-366]","","",1.68932074960929
"Index","2022","P7: Gauteng","I031030: Radio, television and communication apparatus [QSIC 371-373]","","",1.81496242236289
"Index","2022","P7: Gauteng","I031031: Professional equipment [QSIC 374-376]","","",1.6052120235512
"Index","2022","P7: Gauteng","I031132: Motor vehicles, parts and accessories [QSIC 381-383]","","",1.12259320907849
"Index","2022","P7: Gauteng","I031133: Other transport equipment [QSIC 384-387]","","",1.49624384615381
"Index","2022","P7: Gauteng","I031234: Furniture [QSIC 391]","","",1.27563394363361
"Index","2022","P7: Gauteng","I031235: Other manufacturing groups [QSIC 392, 395]","","",1.285710869985
"Index","2022","P7: Gauteng","I041336: Electricity and gas [QSIC 41]","","",1.0248210983815
"Index","2022","P7: Gauteng","I041337: Water [QSIC 42]","","",0.94917195209233
"Index","2022","P7: Gauteng","I051438: Construction [QSIC 5]","","",0.97833577509802
"Index","2022","P7: Gauteng","I061539: Wholesale and retail trade [QSIC 61-63]","","",0.94994656623427
"Index","2022","P7: Gauteng","I061640: Catering and accommodation services [QSIC 64]","","",0.88212497373555
"Index","2022","P7: Gauteng","I071741: Transport and storage [QSIC 71-74]","","",0.84992081044861
"Index","2022","P7: Gauteng","I071842: Communication [QSIC 75]","","",1.41204295999425
"Index","2022","P7: Gauteng","I081943: Finance and insurance [QSIC 81-82]","","",1.50091769270069
"Index","2022","P7: Gauteng","I082044: Professional business services [QSIC 831-883]","","",1.26131541290119
"Index","2022","P7: Gauteng","I082045: Business activities n.e.c. [QSIC 889]","","",1.07359353166763
"Index","2022","P7: Gauteng","I092146: National and Provincial government [QSIC 911]","","",1.17310627960034
"Index","2022","P7: Gauteng","I092147: Local government [QSIC 913]","","",1.20964687179756
"Index","2022","P7: Gauteng","I102248: Education (Private) [QSIC 92]","","",0.50412851705028
"Index","2022","P7: Gauteng","I102249: Health and social work (Private) [QSIC 93]","","",0.74357033878832
"Index","2022","P7: Gauteng","I102250: Other community, social and personal services [QSIC 94-96, 99]","","",0.92809141302726
"Index","2022","P7D01: Sedibeng (DC42)","I010101: Agriculture [QSIC 11]","",2.06301187302107,0.48231121565124
"Index","2022","P7D01: Sedibeng (DC42)","I010102: Forestry [QSIC 12]","",1.30999172947626,0.20558826818571
"Index","2022","P7D01: Sedibeng (DC42)","I010103: Fishing [QSIC 13]","",1.00877920800303,0.08045793629408
"Index","2022","P7D01: Sedibeng (DC42)","I020204: Coal [QSIC 21]","",2.89674558462302,0.04861618226973
"Index","2022","P7D01: Sedibeng (DC42)","I020205: Gold [QSIC 23]","",0.04315841250326,0.04856663645024
"Index","2022","P7D01: Sedibeng (DC42)","I020206: Metals [QSIC 24]","",1.5341073388434,0.22927317498394
"Index","2022","P7D01: Sedibeng (DC42)","I020207: Other mining and quarrying [22, 25-29]","",2.70389158421141,2.42846930514126
"Index","2022","P7D01: Sedibeng (DC42)","I030308: Food [QSIC 301-304]","",1.57111465505948,1.38160396919115
"Index","2022","P7D01: Sedibeng (DC42)","I030309: Beverages and tobacco [QSIC 305-306]","",2.23892014966203,2.68401481308752
"Index","2022","P7D01: Sedibeng (DC42)","I030410: Textiles [QSIC 311-312]","",1.04557095224389,0.92545475114623
"Index","2022","P7D01: Sedibeng (DC42)","I030411: Wearing apparel [QSIC 313-315]","",1.36076076526436,0.89698723818156
"Index","2022","P7D01: Sedibeng (DC42)","I030412: Leather and leather products [QSIC 316]","",2.43736185670763,2.78676928258802
"Index","2022","P7D01: Sedibeng (DC42)","I030413: Footwear [QSIC 317]","",1.0123671208218,0.39644273391649
"Index","2022","P7D01: Sedibeng (DC42)","I030514: Wood and wood products [QSIC 321-322]","",1.62334919880904,1.21168774452235
"Index","2022","P7D01: Sedibeng (DC42)","I030515: Paper and paper products [QSIC 323]","",1.74869105394451,1.65194323974919
"Index","2022","P7D01: Sedibeng (DC42)","I030516: Printing , recorded media [QSIC 324-326]","",0.57762297685553,0.75830301217593
"Index","2022","P7D01: Sedibeng (DC42)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]","",1.57314489952086,1.48727697480876
"Index","2022","P7D01: Sedibeng (DC42)","I030618: Basic chemicals [QSIC 334]","",1.81719259322606,2.18677272209711
"Index","2022","P7D01: Sedibeng (DC42)","I030619: Other chemical products [QSIC 335-336]","",1.09809372238351,1.56928885916699
"Index","2022","P7D01: Sedibeng (DC42)","I030620: Rubber products [QSIC 337]","",2.08780123808576,1.92315432619461
"Index","2022","P7D01: Sedibeng (DC42)","I030621: Plastic products [QSIC 338]","",1.80493689157676,2.17963106139868
"Index","2022","P7D01: Sedibeng (DC42)","I030722: Glass and glass products [QSIC 341]","",1.85951126042533,2.6540073357714
"Index","2022","P7D01: Sedibeng (DC42)","I030723: Non-metallic mineral products [QSIC 342]","",2.18748333702502,2.55293031587026
"Index","2022","P7D01: Sedibeng (DC42)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]","",6.69128326651991,10.3210817451225
"Index","2022","P7D01: Sedibeng (DC42)","I030825: Non-ferrous metal products [QSIC 352]","",2.72161631197546,1.67385202001814
"Index","2022","P7D01: Sedibeng (DC42)","I030826: Structural metal products [QSIC 354]","",3.1746647968424,4.18249733052695
"Index","2022","P7D01: Sedibeng (DC42)","I030827: Other fabricated metal products [QSIC 355]","",2.58435309278944,3.54107956556216
"Index","2022","P7D01: Sedibeng (DC42)","I030828: Machinery and equipment [QSIC 356-359]","",1.09864608491334,1.77837044448996
"Index","2022","P7D01: Sedibeng (DC42)","I030929: Electrical machinery [QSIC 361-366]","",1.7263114330504,2.9162937241398
"Index","2022","P7D01: Sedibeng (DC42)","I031030: Radio, television and communication apparatus [QSIC 371-373]","",0.63194904956055,1.14696377780034
"Index","2022","P7D01: Sedibeng (DC42)","I031031: Professional equipment [QSIC 374-376]","",0.54616599292996,0.87671221870596
"Index","2022","P7D01: Sedibeng (DC42)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]","",1.07539579922994,1.20723202128706
"Index","2022","P7D01: Sedibeng (DC42)","I031133: Other transport equipment [QSIC 384-387]","",0.95073466517882,1.42253089209891
"Index","2022","P7D01: Sedibeng (DC42)","I031234: Furniture [QSIC 391]","",1.14360190780141,1.45881741159564
"Index","2022","P7D01: Sedibeng (DC42)","I031235: Other manufacturing groups [QSIC 392, 395]","",1.87326120380186,2.40847229204924
"Index","2022","P7D01: Sedibeng (DC42)","I041336: Electricity and gas [QSIC 41]","",1.15956008602286,1.18834164099729
"Index","2022","P7D01: Sedibeng (DC42)","I041337: Water [QSIC 42]","",2.45295350731543,2.3282746689303
"Index","2022","P7D01: Sedibeng (DC42)","I051438: Construction [QSIC 5]","",1.23520395812985,1.20844422178112
"Index","2022","P7D01: Sedibeng (DC42)","I061539: Wholesale and retail trade [QSIC 61-63]","",1.13094767651696,1.07433986189791
"Index","2022","P7D01: Sedibeng (DC42)","I061640: Catering and accommodation services [QSIC 64]","",1.01073465741449,0.89159428312537
"Index","2022","P7D01: Sedibeng (DC42)","I071741: Transport and storage [QSIC 71-74]","",1.10706805211122,0.94092017607213
"Index","2022","P7D01: Sedibeng (DC42)","I071842: Communication [QSIC 75]","",0.42979984659721,0.6068958475942
"Index","2022","P7D01: Sedibeng (DC42)","I081943: Finance and insurance [QSIC 81-82]","",0.45224650998531,0.67878478829909
"Index","2022","P7D01: Sedibeng (DC42)","I082044: Professional business services [QSIC 831-883]","",0.58755750589993,0.74109533815736
"Index","2022","P7D01: Sedibeng (DC42)","I082045: Business activities n.e.c. [QSIC 889]","",0.98712412924142,1.05977008010662
"Index","2022","P7D01: Sedibeng (DC42)","I092146: National and Provincial government [QSIC 911]","",0.90031469788366,1.05616482570381
"Index","2022","P7D01: Sedibeng (DC42)","I092147: Local government [QSIC 913]","",1.08452513195191,1.31189243325147
"Index","2022","P7D01: Sedibeng (DC42)","I102248: Education (Private) [QSIC 92]","",1.06296997993506,0.53587347965362
"Index","2022","P7D01: Sedibeng (DC42)","I102249: Health and social work (Private) [QSIC 93]","",0.92938795672167,0.69106531784532
"Index","2022","P7D01: Sedibeng (DC42)","I102250: Other community, social and personal services [QSIC 94-96, 99]","",1.10026568687944,1.02114713604135
"Index","2022","P7D02: West Rand (DC48)","I010101: Agriculture [QSIC 11]","",2.51964740299276,0.58906796312826
"Index","2022","P7D02: West Rand (DC48)","I010102: Forestry [QSIC 12]","",0.89196352749942,0.13998350735904
"Index","2022","P7D02: West Rand (DC48)","I010103: Fishing [QSIC 13]","",1.36446562834884,0.10882667657125
"Index","2022","P7D02: West Rand (DC48)","I020204: Coal [QSIC 21]","",2.27736504152386,0.03822109699283
"Index","2022","P7D02: West Rand (DC48)","I020205: Gold [QSIC 23]","",14.3319082317258,16.1278540232637
"Index","2022","P7D02: West Rand (DC48)","I020206: Metals [QSIC 24]","",6.15623704996318,0.92005297064998
"Index","2022","P7D02: West Rand (DC48)","I020207: Other mining and quarrying [22, 25-29]","",0.91079875884573,0.81802348952637
"Index","2022","P7D02: West Rand (DC48)","I030308: Food [QSIC 301-304]","",1.54218008855107,1.35615954232764
"Index","2022","P7D02: West Rand (DC48)","I030309: Beverages and tobacco [QSIC 305-306]","",0.9826782929938,1.17803356912619
"Index","2022","P7D02: West Rand (DC48)","I030410: Textiles [QSIC 311-312]","",1.01786065419682,0.90092783890914
"Index","2022","P7D02: West Rand (DC48)","I030411: Wearing apparel [QSIC 313-315]","",1.03037026811282,0.67920019792705
"Index","2022","P7D02: West Rand (DC48)","I030412: Leather and leather products [QSIC 316]","",0.50617497192663,0.57873756393538
"Index","2022","P7D02: West Rand (DC48)","I030413: Footwear [QSIC 317]","",1.13330210816825,0.44380084741475
"Index","2022","P7D02: West Rand (DC48)","I030514: Wood and wood products [QSIC 321-322]","",1.19563819087412,0.8924390043916
"Index","2022","P7D02: West Rand (DC48)","I030515: Paper and paper products [QSIC 323]","",1.21010525811348,1.14315515940698
"Index","2022","P7D02: West Rand (DC48)","I030516: Printing , recorded media [QSIC 324-326]","",0.81718704112507,1.07280253664714
"Index","2022","P7D02: West Rand (DC48)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]","",0.84622979594179,0.80003952038027
"Index","2022","P7D02: West Rand (DC48)","I030618: Basic chemicals [QSIC 334]","",1.05878158796256,1.27411629556823
"Index","2022","P7D02: West Rand (DC48)","I030619: Other chemical products [QSIC 335-336]","",1.24707178729676,1.78219383509305
"Index","2022","P7D02: West Rand (DC48)","I030620: Rubber products [QSIC 337]","",1.85876896846059,1.71218386016898
"Index","2022","P7D02: West Rand (DC48)","I030621: Plastic products [QSIC 338]","",1.58174540327048,1.91010634681035
"Index","2022","P7D02: West Rand (DC48)","I030722: Glass and glass products [QSIC 341]","",1.09046581775116,1.55637900200592
"Index","2022","P7D02: West Rand (DC48)","I030723: Non-metallic mineral products [QSIC 342]","",1.23480133892671,1.44109064460825
"Index","2022","P7D02: West Rand (DC48)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]","",1.813080757486,2.79661672704136
"Index","2022","P7D02: West Rand (DC48)","I030825: Non-ferrous metal products [QSIC 352]","",1.2513976808744,0.76963623665867
"Index","2022","P7D02: West Rand (DC48)","I030826: Structural metal products [QSIC 354]","",1.8959952246937,2.49789992753269
"Index","2022","P7D02: West Rand (DC48)","I030827: Other fabricated metal products [QSIC 355]","",1.47072485463533,2.01518660273017
"Index","2022","P7D02: West Rand (DC48)","I030828: Machinery and equipment [QSIC 356-359]","",1.36666818937588,2.21221587987762
"Index","2022","P7D02: West Rand (DC48)","I030929: Electrical machinery [QSIC 361-366]","",1.09518299813771,1.85011536337334
"Index","2022","P7D02: West Rand (DC48)","I031030: Radio, television and communication apparatus [QSIC 371-373]","",0.76979144551636,1.3971425466686
"Index","2022","P7D02: West Rand (DC48)","I031031: Professional equipment [QSIC 374-376]","",0.69577391617044,1.11686465591009
"Index","2022","P7D02: West Rand (DC48)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]","",1.00005385448085,1.12265366575297
"Index","2022","P7D02: West Rand (DC48)","I031133: Other transport equipment [QSIC 384-387]","",1.61713572607679,2.41962937853787
"Index","2022","P7D02: West Rand (DC48)","I031234: Furniture [QSIC 391]","",1.23602436224662,1.57671463163988
"Index","2022","P7D02: West Rand (DC48)","I031235: Other manufacturing groups [QSIC 392, 395]","",1.33114193007115,1.71146364898529
"Index","2022","P7D02: West Rand (DC48)","I041336: Electricity and gas [QSIC 41]","",0.88313705309249,0.90505748477165
"Index","2022","P7D02: West Rand (DC48)","I041337: Water [QSIC 42]","",0.82343556845371,0.78158194593146
"Index","2022","P7D02: West Rand (DC48)","I051438: Construction [QSIC 5]","",1.19177881818079,1.16595985383031
"Index","2022","P7D02: West Rand (DC48)","I061539: Wholesale and retail trade [QSIC 61-63]","",1.15247865220132,1.09479313831694
"Index","2022","P7D02: West Rand (DC48)","I061640: Catering and accommodation services [QSIC 64]","",1.00790765468649,0.88910051341818
"Index","2022","P7D02: West Rand (DC48)","I071741: Transport and storage [QSIC 71-74]","",1.2964192288716,1.10185368168371
"Index","2022","P7D02: West Rand (DC48)","I071842: Communication [QSIC 75]","",0.5835978543014,0.82406524163404
"Index","2022","P7D02: West Rand (DC48)","I081943: Finance and insurance [QSIC 81-82]","",0.57193124887602,0.85842173044642
"Index","2022","P7D02: West Rand (DC48)","I082044: Professional business services [QSIC 831-883]","",0.69833985553288,0.88082682322681
"Index","2022","P7D02: West Rand (DC48)","I082045: Business activities n.e.c. [QSIC 889]","",0.95867203517998,1.02922409595987
"Index","2022","P7D02: West Rand (DC48)","I092146: National and Provincial government [QSIC 911]","",0.63839701138036,0.74890754292839
"Index","2022","P7D02: West Rand (DC48)","I092147: Local government [QSIC 913]","",0.86515143404821,1.04652772582759
"Index","2022","P7D02: West Rand (DC48)","I102248: Education (Private) [QSIC 92]","",0.72435015033579,0.36516556711393
"Index","2022","P7D02: West Rand (DC48)","I102249: Health and social work (Private) [QSIC 93]","",0.73297451532932,0.54501810868662
"Index","2022","P7D02: West Rand (DC48)","I102250: Other community, social and personal services [QSIC 94-96, 99]","",0.96084677379601,0.89175363999502
"Index","2022","P7D03: Ekurhuleni (EKU)","I010101: Agriculture [QSIC 11]","",0.90375280054811,0.21128822261321
"Index","2022","P7D03: Ekurhuleni (EKU)","I010102: Forestry [QSIC 12]","",1.08655618441545,0.17052260652803
"Index","2022","P7D03: Ekurhuleni (EKU)","I010103: Fishing [QSIC 13]","",1.01524275358715,0.08097345399579
"Index","2022","P7D03: Ekurhuleni (EKU)","I020204: Coal [QSIC 21]","",0.0,0.0
"Index","2022","P7D03: Ekurhuleni (EKU)","I020205: Gold [QSIC 23]","",0.47475015601019,0.53424157410559
"Index","2022","P7D03: Ekurhuleni (EKU)","I020206: Metals [QSIC 24]","",1.64330279864514,0.24559249575679
"Index","2022","P7D03: Ekurhuleni (EKU)","I020207: Other mining and quarrying [22, 25-29]","",1.00795102441871,0.90527968583489
"Index","2022","P7D03: Ekurhuleni (EKU)","I030308: Food [QSIC 301-304]","",1.25295205648329,1.10181871760212
"Index","2022","P7D03: Ekurhuleni (EKU)","I030309: Beverages and tobacco [QSIC 305-306]","",1.05794709061317,1.26826571420925
"Index","2022","P7D03: Ekurhuleni (EKU)","I030410: Textiles [QSIC 311-312]","",1.02369439170137,0.90609139101331
"Index","2022","P7D03: Ekurhuleni (EKU)","I030411: Wearing apparel [QSIC 313-315]","",1.11986768365035,0.7381951672388
"Index","2022","P7D03: Ekurhuleni (EKU)","I030412: Leather and leather products [QSIC 316]","",1.13571853948875,1.29852919902022
"Index","2022","P7D03: Ekurhuleni (EKU)","I030413: Footwear [QSIC 317]","",1.00310758385973,0.39281670135128
"Index","2022","P7D03: Ekurhuleni (EKU)","I030514: Wood and wood products [QSIC 321-322]","",1.18453590622815,0.88415212301599
"Index","2022","P7D03: Ekurhuleni (EKU)","I030515: Paper and paper products [QSIC 323]","",1.13699744864315,1.07409210143859
"Index","2022","P7D03: Ekurhuleni (EKU)","I030516: Printing , recorded media [QSIC 324-326]","",0.90972309904695,1.19428380430556
"Index","2022","P7D03: Ekurhuleni (EKU)","I030617: Coke, petroleum products and nuclear fuel [QSIC 331-333]","",1.07009345278548,1.01168389110641
"Index","2022","P7D03: Ekurhuleni (EKU)","I030618: Basic chemicals [QSIC 334]","",1.27157572919019,1.53018845060191
"Index","2022","P7D03: Ekurhuleni (EKU)","I030619: Other chemical products [QSIC 335-336]","",1.26368132719454,1.80593057576114
"Index","2022","P7D03: Ekurhuleni (EKU)","I030620: Rubber products [QSIC 337]","",1.19346319080738,1.09934502225875
"Index","2022","P7D03: Ekurhuleni (EKU)","I030621: Plastic products [QSIC 338]","",1.32025125304472,1.59432756536596
"Index","2022","P7D03: Ekurhuleni (EKU)","I030722: Glass and glass products [QSIC 341]","",1.45397681628275,2.07520396277316
"Index","2022","P7D03: Ekurhuleni (EKU)","I030723: Non-metallic mineral products [QSIC 342]","",1.20093511634648,1.40156663779836
"Index","2022","P7D03: Ekurhuleni (EKU)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]","",1.07064785548389,1.65143868471084
"Index","2022","P7D03: Ekurhuleni (EKU)","I030825: Non-ferrous metal products [QSIC 352]","",1.46658732873519,0.90198245503407
"Index","2022","P7D03: Ekurhuleni (EKU)","I030826: Structural metal products [QSIC 354]","",1.20824016672263,1.59180940204431
"Index","2022","P7D03: Ekurhuleni (EKU)","I030827: Other fabricated metal products [QSIC 355]","",1.23601573343945,1.69358825951743
"Index","2022","P7D03: Ekurhuleni (EKU)","I030828: Machinery and equipment [QSIC 356-359]","",1.25884984658436,2.03769111086664
"Index","2022","P7D03: Ekurhuleni (EKU)","I030929: Electrical machinery [QSIC 361-366]","",1.18992085803182,2.01015799586605
"Index","2022","P7D03: Ekurhuleni (EKU)","I031030: Radio, television and communication apparatus [QSIC 371-373]","",1.0755846239588,1.95214567455654
"Index","2022","P7D03: Ekurhuleni (EKU)","I031031: Professional equipment [QSIC 374-376]","",0.9752867615149,1.56554203599403
"Index","2022","P7D03: Ekurhuleni (EKU)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]","",1.09248210429245,1.22641299131848
"Index","2022","P7D03: Ekurhuleni (EKU)","I031133: Other transport equipment [QSIC 384-387]","",1.66321368070801,2.48857323459818
"Index","2022","P7D03: Ekurhuleni (EKU)","I031234: Furniture [QSIC 391]","",0.90572589231079,1.15537469185949
"Index","2022","P7D03: Ekurhuleni (EKU)","I031235: Other manufacturing groups [QSIC 392, 395]","",1.13999340299185,1.46570190993781
"Index","2022","P7D03: Ekurhuleni (EKU)","I041336: Electricity and gas [QSIC 41]","",0.99010227362575,1.01467769956716
"Index","2022","P7D03: Ekurhuleni (EKU)","I041337: Water [QSIC 42]","",0.91978119497399,0.87303051233128
"Index","2022","P7D03: Ekurhuleni (EKU)","I051438: Construction [QSIC 5]","",1.12678414726743,1.10237324208504
"Index","2022","P7D03: Ekurhuleni (EKU)","I061539: Wholesale and retail trade [QSIC 61-63]","",1.12769725343974,1.07125213365689
"Index","2022","P7D03: Ekurhuleni (EKU)","I061640: Catering and accommodation services [QSIC 64]","",1.11346586308671,0.9822160452308
"Index","2022","P7D03: Ekurhuleni (EKU)","I071741: Transport and storage [QSIC 71-74]","",1.32306474651282,1.12450026163216
"Index","2022","P7D03: Ekurhuleni (EKU)","I071842: Communication [QSIC 75]","",0.85216622090855,1.20329531297883
"Index","2022","P7D03: Ekurhuleni (EKU)","I081943: Finance and insurance [QSIC 81-82]","",0.78672520980186,1.18080978668527
"Index","2022","P7D03: Ekurhuleni (EKU)","I082044: Professional business services [QSIC 831-883]","",0.92409117013413,1.16557043581607
"Index","2022","P7D03: Ekurhuleni (EKU)","I082045: Business activities n.e.c. [QSIC 889]","",1.09217455381233,1.17255153642489
"Index","2022","P7D03: Ekurhuleni (EKU)","I092146: National and Provincial government [QSIC 911]","",0.87803138715281,1.03002413395516
