"Copyright 2025 Quantec EasyData"
"Download Date: 2025-11-13"
"Data Set: RGVA—Regional Output and GVA at basic prices by industry and 2016 local municipal/ward-based metro region level"
"Source: Quantec"
"Frequency: Annual"
"","","","","",""
"Concept","","","","Output at basic prices","Gross value added at basic prices"
"Unit","Date","Geography","Industry","",""
"R millions current prices","2022","P1D04: Eden (DC4)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2797.85,458.192
"R millions current prices","2022","P1D05: Central Karoo (DC5)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",5.671,1.197
"R millions current prices","2022","P1D05: Central Karoo (DC5)","I030826: Structural metal products [QSIC 354]",0.0,0.0
"R millions current prices","2022","P1D05: Central Karoo (DC5)","I030827: Other fabricated metal products [QSIC 355]",22.616,7.684
"R millions current prices","2022","P1D05: Central Karoo (DC5)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",19.33,3.647
"R millions current prices","2022","P1D06: City of Cape Town (CPT)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",6400.21,1464.801
"R millions current prices","2022","P1D06: City of Cape Town (CPT)","I030826: Structural metal products [QSIC 354]",4070.206,1276.161
"R millions current prices","2022","P1D06: City of Cape Town (CPT)","I030827: Other fabricated metal products [QSIC 355]",9612.109,3311.034
"R millions current prices","2022","P1D06: City of Cape Town (CPT)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",28857.81,4849.627
"R millions current prices","2022","P2: Eastern Cape","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",3870.888,871.663
"R millions current prices","2022","P2: Eastern Cape","I030826: Structural metal products [QSIC 354]",2144.652,669.971
"R millions current prices","2022","P2: Eastern Cape","I030827: Other fabricated metal products [QSIC 355]",7832.014,2646.268
"R millions current prices","2022","P2: Eastern Cape","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",75255.728,12671.891
"R millions current prices","2022","P2D01: Sarah Baartman (DC10)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",402.994,90.524
"R millions current prices","2022","P2D01: Sarah Baartman (DC10)","I030826: Structural metal products [QSIC 354]",107.129,32.536
"R millions current prices","2022","P2D01: Sarah Baartman (DC10)","I030827: Other fabricated metal products [QSIC 355]",673.399,224.51
"R millions current prices","2022","P2D01: Sarah Baartman (DC10)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",4636.465,760.087
"R millions current prices","2022","P2D02: Amathole (DC12)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",129.041,27.905
"R millions current prices","2022","P2D02: Amathole (DC12)","I030826: Structural metal products [QSIC 354]",46.182,13.159
"R millions current prices","2022","P2D02: Amathole (DC12)","I030827: Other fabricated metal products [QSIC 355]",369.289,116.563
"R millions current prices","2022","P2D02: Amathole (DC12)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",427.808,62.967
"R millions current prices","2022","P2D03: Chris Hani (DC13)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",104.77,23.135
"R millions current prices","2022","P2D03: Chris Hani (DC13)","I030826: Structural metal products [QSIC 354]",46.28,14.007
"R millions current prices","2022","P2D03: Chris Hani (DC13)","I030827: Other fabricated metal products [QSIC 355]",360.908,117.043
"R millions current prices","2022","P2D03: Chris Hani (DC13)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",824.846,135.593
"R millions current prices","2022","P2D04: Joe Gqabi (DC14)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",20.094,4.329
"R millions current prices","2022","P2D04: Joe Gqabi (DC14)","I030826: Structural metal products [QSIC 354]",0.0,0.0
"R millions current prices","2022","P2D04: Joe Gqabi (DC14)","I030827: Other fabricated metal products [QSIC 355]",98.311,31.349
"R millions current prices","2022","P2D04: Joe Gqabi (DC14)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",115.243,16.115
"R millions current prices","2022","P2D05: O.R.Tambo (DC15)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",47.619,10.114
"R millions current prices","2022","P2D05: O.R.Tambo (DC15)","I030826: Structural metal products [QSIC 354]",75.05,22.851
"R millions current prices","2022","P2D05: O.R.Tambo (DC15)","I030827: Other fabricated metal products [QSIC 355]",202.537,64.591
"R millions current prices","2022","P2D05: O.R.Tambo (DC15)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",200.338,29.693
"R millions current prices","2022","P2D06: Alfred Nzo (DC44)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",62.928,14.176
"R millions current prices","2022","P2D06: Alfred Nzo (DC44)","I030826: Structural metal products [QSIC 354]",11.003,3.124
"R millions current prices","2022","P2D06: Alfred Nzo (DC44)","I030827: Other fabricated metal products [QSIC 355]",145.211,47.118
"R millions current prices","2022","P2D06: Alfred Nzo (DC44)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",55.33,7.259
"R millions current prices","2022","P2D07: Buffalo City (BUF)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",609.991,137.003
"R millions current prices","2022","P2D07: Buffalo City (BUF)","I030826: Structural metal products [QSIC 354]",414.003,131.93
"R millions current prices","2022","P2D07: Buffalo City (BUF)","I030827: Other fabricated metal products [QSIC 355]",1442.117,496.61
"R millions current prices","2022","P2D07: Buffalo City (BUF)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",9764.875,1619.056
"R millions current prices","2022","P2D08: Nelson Mandela Bay (NMA)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2493.451,564.477
"R millions current prices","2022","P2D08: Nelson Mandela Bay (NMA)","I030826: Structural metal products [QSIC 354]",1445.005,452.364
"R millions current prices","2022","P2D08: Nelson Mandela Bay (NMA)","I030827: Other fabricated metal products [QSIC 355]",4540.242,1548.484
"R millions current prices","2022","P2D08: Nelson Mandela Bay (NMA)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",59230.823,10041.121
"R millions current prices","2022","P3: Northern Cape","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",915.441,208.531
"R millions current prices","2022","P3: Northern Cape","I030826: Structural metal products [QSIC 354]",180.191,55.49
"R millions current prices","2022","P3: Northern Cape","I030827: Other fabricated metal products [QSIC 355]",705.637,244.428
"R millions current prices","2022","P3: Northern Cape","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",815.6,133.435
"R millions current prices","2022","P3D01: Namakwa (DC6)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",78.055,17.567
"R millions current prices","2022","P3D01: Namakwa (DC6)","I030826: Structural metal products [QSIC 354]",12.68,3.895
"R millions current prices","2022","P3D01: Namakwa (DC6)","I030827: Other fabricated metal products [QSIC 355]",248.655,89.628
"R millions current prices","2022","P3D01: Namakwa (DC6)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",63.913,11.272
"R millions current prices","2022","P3D02: Pixley ka Seme (DC7)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2.583,0.543
"R millions current prices","2022","P3D02: Pixley ka Seme (DC7)","I030826: Structural metal products [QSIC 354]",9.904,2.929
"R millions current prices","2022","P3D02: Pixley ka Seme (DC7)","I030827: Other fabricated metal products [QSIC 355]",54.093,18.407
"R millions current prices","2022","P3D02: Pixley ka Seme (DC7)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",21.796,3.401
"R millions current prices","2022","P3D03: Z F Mgcawu (DC8)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",380.176,87.748
"R millions current prices","2022","P3D03: Z F Mgcawu (DC8)","I030826: Structural metal products [QSIC 354]",43.796,13.337
"R millions current prices","2022","P3D03: Z F Mgcawu (DC8)","I030827: Other fabricated metal products [QSIC 355]",77.003,25.929
"R millions current prices","2022","P3D03: Z F Mgcawu (DC8)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",171.773,26.939
"R millions current prices","2022","P3D04: Frances Baard (DC9)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",228.356,51.492
"R millions current prices","2022","P3D04: Frances Baard (DC9)","I030826: Structural metal products [QSIC 354]",85.43,26.627
"R millions current prices","2022","P3D04: Frances Baard (DC9)","I030827: Other fabricated metal products [QSIC 355]",213.846,71.482
"R millions current prices","2022","P3D04: Frances Baard (DC9)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",504.244,83.653
"R millions current prices","2022","P3D05: John Taolo Gaetsewe (DC45)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",226.271,51.181
"R millions current prices","2022","P3D05: John Taolo Gaetsewe (DC45)","I030826: Structural metal products [QSIC 354]",28.381,8.702
"R millions current prices","2022","P3D05: John Taolo Gaetsewe (DC45)","I030827: Other fabricated metal products [QSIC 355]",112.04,38.982
"R millions current prices","2022","P3D05: John Taolo Gaetsewe (DC45)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",53.874,8.17
"R millions current prices","2022","P4: Free State","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",3013.042,686.678
"R millions current prices","2022","P4: Free State","I030826: Structural metal products [QSIC 354]",1091.966,338.743
"R millions current prices","2022","P4: Free State","I030827: Other fabricated metal products [QSIC 355]",3017.251,1003.983
"R millions current prices","2022","P4: Free State","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",5571.789,893.593
"R millions current prices","2022","P4D01: Xhariep (DC16)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",55.722,12.077
"R millions current prices","2022","P4D01: Xhariep (DC16)","I030826: Structural metal products [QSIC 354]",4.711,1.474
"R millions current prices","2022","P4D01: Xhariep (DC16)","I030827: Other fabricated metal products [QSIC 355]",82.37,26.79
"R millions current prices","2022","P4D01: Xhariep (DC16)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",53.603,7.102
"R millions current prices","2022","P4D02: Lejweleputswa (DC18)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",635.07,143.435
"R millions current prices","2022","P4D02: Lejweleputswa (DC18)","I030826: Structural metal products [QSIC 354]",265.188,82.517
"R millions current prices","2022","P4D02: Lejweleputswa (DC18)","I030827: Other fabricated metal products [QSIC 355]",783.895,263.319
"R millions current prices","2022","P4D02: Lejweleputswa (DC18)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",998.579,160.023
"R millions current prices","2022","P4D03: Thabo Mofutsanyane (DC19)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",388.53,87.548
"R millions current prices","2022","P4D03: Thabo Mofutsanyane (DC19)","I030826: Structural metal products [QSIC 354]",130.416,38.788
"R millions current prices","2022","P4D03: Thabo Mofutsanyane (DC19)","I030827: Other fabricated metal products [QSIC 355]",593.632,195.03
"R millions current prices","2022","P4D03: Thabo Mofutsanyane (DC19)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",828.467,126.392
"R millions current prices","2022","P4D04: Fezile Dabi (DC20)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1430.372,331.823
"R millions current prices","2022","P4D04: Fezile Dabi (DC20)","I030826: Structural metal products [QSIC 354]",359.273,113.307
"R millions current prices","2022","P4D04: Fezile Dabi (DC20)","I030827: Other fabricated metal products [QSIC 355]",612.389,206.253
"R millions current prices","2022","P4D04: Fezile Dabi (DC20)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",847.018,134.925
"R millions current prices","2022","P4D05: Mangaung (MAN)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",503.348,111.795
"R millions current prices","2022","P4D05: Mangaung (MAN)","I030826: Structural metal products [QSIC 354]",332.378,102.657
"R millions current prices","2022","P4D05: Mangaung (MAN)","I030827: Other fabricated metal products [QSIC 355]",944.965,312.591
"R millions current prices","2022","P4D05: Mangaung (MAN)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2844.122,465.151
"R millions current prices","2022","P5: KwaZulu-Natal","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",16605.327,3797.339
"R millions current prices","2022","P5: KwaZulu-Natal","I030826: Structural metal products [QSIC 354]",6818.995,2144.029
"R millions current prices","2022","P5: KwaZulu-Natal","I030827: Other fabricated metal products [QSIC 355]",14933.949,5078.302
"R millions current prices","2022","P5: KwaZulu-Natal","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",61970.468,10120.127
"R millions current prices","2022","P5D01: Ugu (DC21)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",702.062,157.971
"R millions current prices","2022","P5D01: Ugu (DC21)","I030826: Structural metal products [QSIC 354]",236.369,71.757
"R millions current prices","2022","P5D01: Ugu (DC21)","I030827: Other fabricated metal products [QSIC 355]",616.464,209.056
"R millions current prices","2022","P5D01: Ugu (DC21)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1622.091,259.4
"R millions current prices","2022","P5D02: UMgungundlovu (DC22)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1975.549,451.589
"R millions current prices","2022","P5D02: UMgungundlovu (DC22)","I030826: Structural metal products [QSIC 354]",822.337,258.321
"R millions current prices","2022","P5D02: UMgungundlovu (DC22)","I030827: Other fabricated metal products [QSIC 355]",1644.312,556.867
"R millions current prices","2022","P5D02: UMgungundlovu (DC22)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",4757.941,819.866
"R millions current prices","2022","P5D03: Uthukela (DC23)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",316.722,71.333
"R millions current prices","2022","P5D03: Uthukela (DC23)","I030826: Structural metal products [QSIC 354]",155.939,47.791
"R millions current prices","2022","P5D03: Uthukela (DC23)","I030827: Other fabricated metal products [QSIC 355]",432.531,145.259
"R millions current prices","2022","P5D03: Uthukela (DC23)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",755.969,123.91
"R millions current prices","2022","P5D04: Umzinyathi (DC24)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",164.092,36.69
"R millions current prices","2022","P5D04: Umzinyathi (DC24)","I030826: Structural metal products [QSIC 354]",80.755,25.656
"R millions current prices","2022","P5D04: Umzinyathi (DC24)","I030827: Other fabricated metal products [QSIC 355]",341.543,114.839
"R millions current prices","2022","P5D04: Umzinyathi (DC24)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",151.191,22.373
"R millions current prices","2022","P5D05: Amajuba (DC25)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1606.708,368.668
"R millions current prices","2022","P5D05: Amajuba (DC25)","I030826: Structural metal products [QSIC 354]",298.102,94.389
"R millions current prices","2022","P5D05: Amajuba (DC25)","I030827: Other fabricated metal products [QSIC 355]",634.536,218.085
"R millions current prices","2022","P5D05: Amajuba (DC25)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2361.681,363.906
"R millions current prices","2022","P5D06: Zululand (DC26)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",272.511,61.23
"R millions current prices","2022","P5D06: Zululand (DC26)","I030826: Structural metal products [QSIC 354]",100.732,30.744
"R millions current prices","2022","P5D06: Zululand (DC26)","I030827: Other fabricated metal products [QSIC 355]",292.453,95.945
"R millions current prices","2022","P5D06: Zululand (DC26)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",691.285,112.334
"R millions current prices","2022","P5D07: Umkhanyakude (DC27)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",57.785,12.602
"R millions current prices","2022","P5D07: Umkhanyakude (DC27)","I030826: Structural metal products [QSIC 354]",8.471,2.449
"R millions current prices","2022","P5D07: Umkhanyakude (DC27)","I030827: Other fabricated metal products [QSIC 355]",120.29,37.902
"R millions current prices","2022","P5D07: Umkhanyakude (DC27)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",124.202,16.847
"R millions current prices","2022","P5D08: King Cetshwayo (DC28)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2222.493,518.165
"R millions current prices","2022","P5D08: King Cetshwayo (DC28)","I030826: Structural metal products [QSIC 354]",775.859,251.638
"R millions current prices","2022","P5D08: King Cetshwayo (DC28)","I030827: Other fabricated metal products [QSIC 355]",1130.686,388.731
"R millions current prices","2022","P5D08: King Cetshwayo (DC28)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",3100.183,486.151
"R millions current prices","2022","P5D09: iLembe (DC29)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1065.092,241.092
"R millions current prices","2022","P5D09: iLembe (DC29)","I030826: Structural metal products [QSIC 354]",463.932,142.98
"R millions current prices","2022","P5D09: iLembe (DC29)","I030827: Other fabricated metal products [QSIC 355]",756.933,253.216
"R millions current prices","2022","P5D09: iLembe (DC29)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",3085.724,542.654
"R millions current prices","2022","P5D10: Harry Gwala (DC43)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",62.004,13.416
"R millions current prices","2022","P5D10: Harry Gwala (DC43)","I030826: Structural metal products [QSIC 354]",12.295,3.719
"R millions current prices","2022","P5D10: Harry Gwala (DC43)","I030827: Other fabricated metal products [QSIC 355]",191.638,63.875
"R millions current prices","2022","P5D10: Harry Gwala (DC43)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",293.348,44.866
"R millions current prices","2022","P5D11: eThekwini (ETH)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",8160.309,1864.583
"R millions current prices","2022","P5D11: eThekwini (ETH)","I030826: Structural metal products [QSIC 354]",3864.204,1214.585
"R millions current prices","2022","P5D11: eThekwini (ETH)","I030827: Other fabricated metal products [QSIC 355]",8772.563,2994.527
"R millions current prices","2022","P5D11: eThekwini (ETH)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",45026.853,7327.82
"R millions current prices","2022","P6: North West","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2192.462,496.694
"R millions current prices","2022","P6: North West","I030826: Structural metal products [QSIC 354]",998.008,310.158
"R millions current prices","2022","P6: North West","I030827: Other fabricated metal products [QSIC 355]",1818.269,613.249
"R millions current prices","2022","P6: North West","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",5191.788,853.334
"R millions current prices","2022","P6D01: Bojanala (DC37)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1352.086,307.192
"R millions current prices","2022","P6D01: Bojanala (DC37)","I030826: Structural metal products [QSIC 354]",609.524,190.659
"R millions current prices","2022","P6D01: Bojanala (DC37)","I030827: Other fabricated metal products [QSIC 355]",1023.553,348.749
"R millions current prices","2022","P6D01: Bojanala (DC37)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",3596.56,586.639
"R millions current prices","2022","P6D02: Ngaka Modiri Molema (DC38)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",164.355,36.644
"R millions current prices","2022","P6D02: Ngaka Modiri Molema (DC38)","I030826: Structural metal products [QSIC 354]",70.333,21.573
"R millions current prices","2022","P6D02: Ngaka Modiri Molema (DC38)","I030827: Other fabricated metal products [QSIC 355]",246.922,82.37
"R millions current prices","2022","P6D02: Ngaka Modiri Molema (DC38)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",414.942,67.654
"R millions current prices","2022","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",40.002,8.684
"R millions current prices","2022","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I030826: Structural metal products [QSIC 354]",32.344,9.544
"R millions current prices","2022","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I030827: Other fabricated metal products [QSIC 355]",73.919,24.035
"R millions current prices","2022","P6D03: Dr Ruth Segomotsi Mompati (DC39)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",108.287,17.833
"R millions current prices","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",636.019,144.174
"R millions current prices","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030826: Structural metal products [QSIC 354]",285.807,88.382
"R millions current prices","2022","P6D04: Dr Kenneth Kaunda (DC40)","I030827: Other fabricated metal products [QSIC 355]",473.875,158.095
"R millions current prices","2022","P6D04: Dr Kenneth Kaunda (DC40)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1071.999,181.208
"R millions current prices","2022","P7: Gauteng","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",64931.256,14922.466
"R millions current prices","2022","P7: Gauteng","I030826: Structural metal products [QSIC 354]",17217.769,5413.39
"R millions current prices","2022","P7: Gauteng","I030827: Other fabricated metal products [QSIC 355]",44011.837,15197.743
"R millions current prices","2022","P7: Gauteng","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",127776.111,20772.656
"R millions current prices","2022","P7D01: Sedibeng (DC42)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",20342.937,4716.919
"R millions current prices","2022","P7D01: Sedibeng (DC42)","I030826: Structural metal products [QSIC 354]",2581.517,813.247
"R millions current prices","2022","P7D01: Sedibeng (DC42)","I030827: Other fabricated metal products [QSIC 355]",5350.235,1858.655
"R millions current prices","2022","P7D01: Sedibeng (DC42)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",6265.45,1045.617
"R millions current prices","2022","P7D02: West Rand (DC48)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",6921.351,1576.527
"R millions current prices","2022","P7D02: West Rand (DC48)","I030826: Structural metal products [QSIC 354]",1913.832,597.119
"R millions current prices","2022","P7D02: West Rand (DC48)","I030827: Other fabricated metal products [QSIC 355]",3784.94,1300.111
"R millions current prices","2022","P7D02: West Rand (DC48)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",7510.916,1205.297
"R millions current prices","2022","P7D03: Ekurhuleni (EKU)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",16157.738,3694.725
"R millions current prices","2022","P7D03: Ekurhuleni (EKU)","I030826: Structural metal products [QSIC 354]",4805.162,1511.034
"R millions current prices","2022","P7D03: Ekurhuleni (EKU)","I030827: Other fabricated metal products [QSIC 355]",12545.974,4339.638
"R millions current prices","2022","P7D03: Ekurhuleni (EKU)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",31857.662,5223.354
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",13125.772,3002.226
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I030826: Structural metal products [QSIC 354]",4988.271,1567.311
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I030827: Other fabricated metal products [QSIC 355]",13969.794,4817.233
"R millions current prices","2022","P7D04: City of Johannesburg (JHB)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",37393.571,6053.287
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",8383.458,1932.069
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030826: Structural metal products [QSIC 354]",2928.987,924.679
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I030827: Other fabricated metal products [QSIC 355]",8360.894,2882.106
"R millions current prices","2022","P7D05: City of Tshwane (TSH)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",44748.512,7245.101
"R millions current prices","2022","P8: Mpumalanga","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",17668.084,4117.218
"R millions current prices","2022","P8: Mpumalanga","I030826: Structural metal products [QSIC 354]",3157.514,1009.143
"R millions current prices","2022","P8: Mpumalanga","I030827: Other fabricated metal products [QSIC 355]",6341.769,2193.966
"R millions current prices","2022","P8: Mpumalanga","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",7877.432,1259.466
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",2754.621,630.66
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030826: Structural metal products [QSIC 354]",527.611,162.784
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I030827: Other fabricated metal products [QSIC 355]",1673.182,579.184
"R millions current prices","2022","P8D01: Gert Sibande (DC30)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",1708.778,264.405
"R millions current prices","2022","P8D02: Nkangala (DC31)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",13643.714,3198.13
"R millions current prices","2022","P8D02: Nkangala (DC31)","I030826: Structural metal products [QSIC 354]",2149.449,698.366
"R millions current prices","2022","P8D02: Nkangala (DC31)","I030827: Other fabricated metal products [QSIC 355]",3216.834,1126.998
"R millions current prices","2022","P8D02: Nkangala (DC31)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",3605.028,578.371
"R millions current prices","2022","P8D03: Ehlanzeni (DC32)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1269.749,288.428
"R millions current prices","2022","P8D03: Ehlanzeni (DC32)","I030826: Structural metal products [QSIC 354]",480.454,147.993
"R millions current prices","2022","P8D03: Ehlanzeni (DC32)","I030827: Other fabricated metal products [QSIC 355]",1451.753,487.784
"R millions current prices","2022","P8D03: Ehlanzeni (DC32)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2563.626,416.69
"R millions current prices","2022","P9: Limpopo","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",1610.374,370.426
"R millions current prices","2022","P9: Limpopo","I030826: Structural metal products [QSIC 354]",582.252,180.255
"R millions current prices","2022","P9: Limpopo","I030827: Other fabricated metal products [QSIC 355]",1492.564,497.612
"R millions current prices","2022","P9: Limpopo","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",2361.844,377.747
"R millions current prices","2022","P9D01: Mopani (DC33)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",566.802,133.207
"R millions current prices","2022","P9D01: Mopani (DC33)","I030826: Structural metal products [QSIC 354]",158.901,50.02
"R millions current prices","2022","P9D01: Mopani (DC33)","I030827: Other fabricated metal products [QSIC 355]",335.016,113.895
"R millions current prices","2022","P9D01: Mopani (DC33)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",332.188,52.451
"R millions current prices","2022","P9D02: Vhembe (DC34)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",120.325,26.692
"R millions current prices","2022","P9D02: Vhembe (DC34)","I030826: Structural metal products [QSIC 354]",58.188,17.234
"R millions current prices","2022","P9D02: Vhembe (DC34)","I030827: Other fabricated metal products [QSIC 355]",256.587,83.615
"R millions current prices","2022","P9D02: Vhembe (DC34)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",286.755,49.883
"R millions current prices","2022","P9D03: Capricorn (DC35)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",271.433,61.067
"R millions current prices","2022","P9D03: Capricorn (DC35)","I030826: Structural metal products [QSIC 354]",150.302,46.758
"R millions current prices","2022","P9D03: Capricorn (DC35)","I030827: Other fabricated metal products [QSIC 355]",402.937,133.414
"R millions current prices","2022","P9D03: Capricorn (DC35)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",948.429,154.063
"R millions current prices","2022","P9D04: Waterberg (DC36)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",386.984,89.21
"R millions current prices","2022","P9D04: Waterberg (DC36)","I030826: Structural metal products [QSIC 354]",111.784,34.671
"R millions current prices","2022","P9D04: Waterberg (DC36)","I030827: Other fabricated metal products [QSIC 355]",264.17,88.97
"R millions current prices","2022","P9D04: Waterberg (DC36)","I031132: Motor vehicles, parts and accessories [QSIC 381-383]",431.154,68.45
"R millions current prices","2022","P9D05: Greater Sekhukhune (DC47)","I030824: Basic iron and steel products; casting of metal [QSIC 351, 353]",264.83,60.25
"R millions current prices","2022","P9D05: Greater Sekhukhune (DC47)","I030826: Structural metal products [QSIC 354]",103.077,31.572
"R millions current prices","2022","P9D05: Greater Sekhukhune (DC47)","I030827: Other fabricated metal products [QSIC 355]",233.854,77.718
